,x,y,Timestamp,VehicleSpeed,YawRate,relative_distance_x,relative_distance_y,absolute_distance_x,absolute_distance_y,object_number
153,0.0,0.0,48.09252829,0.0,0.0,64.046875,11.28125,64.046875,11.28125,1
154,0.0,0.0,48.18837527,0.0,0.0,64.0078125,11.2578125,64.0078125,11.2578125,1
155,0.0,0.0,48.28566136,0.0,0.0,64.0234375,11.265625,64.0234375,11.265625,1
156,0.0,0.0,48.38253141,0.0,0.0,63.9765625,11.265625,63.9765625,11.265625,1
157,0.0,0.0,48.48010307,0.0,0.0,63.9609375,11.28125,63.9609375,11.28125,1
158,0.0,0.0,48.57790732,0.0,0.0,63.9453125,11.2890625,63.9453125,11.2890625,1
159,0.010337757890624882,0.0,48.67592458,0.10546875,0.0,63.9375,11.28125,63.947837757890625,11.28125,1
160,0.028678865390624836,0.0,48.77374382,0.1875,0.0,63.921875,11.3046875,63.950553865390624,11.3046875,1
161,0.05299216289062572,0.0,48.87099701,0.25,0.0,63.8671875,11.28125,63.920179662890625,11.28125,1
162,0.08132111308593812,0.0,48.96769316,0.29296875,0.0,63.8125,11.28125,63.89382111308594,11.28125,1
163,0.11432423777343656,0.0,49.06370225,0.34375,0.0,63.78125,11.296875,63.89557423777344,11.296875,1
164,0.15352950597656354,0.0,49.16114447,0.40234375,0.0,63.7265625,11.296875,63.880092005976564,11.296875,1
165,0.199738380312499,0.0,49.2589087,0.47265625,0.0,63.75,11.421875,63.949738380312496,11.421875,1
166,0.2554785892968726,0.0,49.357319,0.56640625,0.0,63.6953125,11.3828125,63.95079108929687,11.3828125,1
167,0.32092113851562365,0.0,49.45586778,0.6640625,0.0,63.6484375,11.3828125,63.96935863851562,11.3828125,1
168,0.3957955186718758,0.0,49.55518302,0.75390625,0.0,63.5546875,11.3984375,63.950483018671875,11.3984375,1
169,0.47793636992187283,0.0,49.65253514,0.84375,0.0,63.46875,11.3828125,63.94668636992187,11.3828125,1
170,0.5680325864843744,0.0,49.74985426,0.92578125,0.0,63.3828125,11.3984375,63.95084508648437,11.3984375,1
171,0.6644336331249967,0.0,49.84701437,0.9921875,-0.001342773,63.3046875,11.453125,63.969121133125,11.453125,1
172,0.7666056635054723,-1.3329769025708433e-05,49.94247437,1.0703125,-0.001342773,63.140625,11.453125,63.90723066350547,11.453111670230975,1
173,0.8771125187935431,-4.191182441724997e-05,50.03646027,1.17578125,0.0,63.046875,11.4453125,63.923987518793545,11.445270588175584,1
174,1.003208475942994,-7.452592444298943e-05,50.1322483,1.31640625,0.002746582,62.921875,11.4296875,63.92508347594299,11.429612974075557,1
175,1.1416306400822482,-7.391069383923639e-05,50.22880436,1.43359375,0.0,62.8125,11.4609375,63.95413064008225,11.460863589306161,1
176,1.2929241601979422,-7.323825525757212e-05,50.32491141,1.57421875,0.002746582,62.7265625,11.421875,64.01948666019794,11.421801761744742,1
177,1.4573676810321516,-2.909988825046858e-05,50.42124446,1.70703125,0.002746582,62.4765625,11.390625,63.93393018103215,11.39059590011175,1
178,1.633219606678625,6.462868892102371e-05,50.51743698,1.828125,0.002746582,62.3671875,11.375,64.00040710667862,11.375064628688921,1
179,1.8196949181269497,0.00021328642001641241,50.61348868,1.94140625,0.002746582,62.1796875,11.375,63.99938241812695,11.375213286420017,1
180,2.012499546946157,0.000417854449319495,50.70804426,2.0390625,0.002746582,62.015625,11.328125,64.02812454694616,11.328542854449319,1
181,2.213006593051227,0.0006826675231491632,50.80327589,2.10546875,0.002746582,61.7421875,11.296875,63.955194093051226,11.297557667523149,1
182,2.4255372317313513,0.0010189503066608977,50.90060668,2.18359375,0.004150391,61.6171875,11.2890625,64.04272473173135,11.29008145030666,1
183,2.6381783518120154,0.001441306861604136,50.99495024,2.25390625,0.004150391,61.3125,11.234375,63.950678351812016,11.235816306861604,1
184,2.858417444045119,0.001964992638925922,51.08970884,2.32421875,0.004150391,61.15625,11.2109375,64.01466744404512,11.212902492638927,1
185,3.08497273466107,0.002592798552679251,51.18447743,2.390625,0.004150391,60.9296875,11.171875,64.01466023466106,11.17446779855268,1
186,3.3227901199782353,0.003345353538031111,51.28050512,2.4765625,0.004150391,60.671875,11.125,63.99466511997824,11.12834535353803,1
187,3.569326256678304,0.004223757044319316,51.37686184,2.55859375,0.004150391,60.421875,11.09375,63.9912012566783,11.097973757044318,1
188,3.827857932553967,0.005248293378170334,51.47433552,2.65234375,0.002746582,60.1640625,11.078125,63.99192043255397,11.08337329337817,1
189,4.103131013178857,0.006412871496155295,51.57387018,2.765625,0.0,60.0078125,11.0703125,64.11094351317885,11.076725371496154,1
190,4.391988287472245,0.007634919289928707,51.67407089,2.8828125,0.0,59.6875,11.09375,64.07948828747224,11.101384919289929,1
191,4.682980376098517,0.00886599868988895,51.77132238,2.9921875,0.002746582,59.4921875,11.0625,64.17516787609851,11.071365998689888,1
192,4.9800936944523855,0.010202337948670656,51.86846386,3.05859375,0.0,59.109375,11.03125,64.08946869445239,11.041452337948671,1
193,5.285033969731968,0.011573880845830392,51.9651993,3.15234375,0.0,58.9140625,11.0234375,64.19909646973197,11.03501138084583,1
194,5.599514788510895,0.012988334652870996,52.06231378,3.23828125,0.0,58.515625,11.0078125,64.1151397885109,11.02080083465287,1
195,5.91463639608183,0.014405670563023273,52.15755811,3.30859375,0.0,58.375,11.0078125,64.28963639608183,11.022218170563024,1
196,6.237776043216023,0.015859069552091737,52.25319347,3.37890625,0.002746582,58.25,11.046875,64.48777604321603,11.062734069552091,1
197,6.570059858471657,0.01744087963619744,52.34996892,3.43359375,0.0,58.4296875,11.1796875,64.99974735847165,11.197128379636197,1
198,6.904792694220267,0.019034348083226994,52.44636102,3.47265625,0.0,58.4140625,11.2578125,65.31885519422026,11.276846848083228,1
199,7.2449566469460205,0.02065367092101523,52.54290532,3.5234375,0.0,58.6328125,11.34375,65.87776914694602,11.364403670921016,1
200,7.589557816191732,0.022294116767251015,52.63953062,3.56640625,0.0,58.7578125,11.421875,66.34737031619173,11.44416911676725,1
201,7.938632857518654,0.023955860117753188,52.73634993,3.60546875,0.0,58.78125,11.5390625,66.71988285751866,11.563018360117754,1
202,8.285676492761324,0.025607933124767477,52.83208719,3.625,0.0,58.84375,11.6171875,67.12942649276133,11.642795433124768,1
203,8.631862625454481,0.027255924060619444,52.9269744,3.6484375,0.0,58.7578125,11.6875,67.38967512545449,11.71475592406062,1
204,8.981308477462667,0.028919432625218684,53.02234663,3.6640625,0.0,58.75,11.7265625,67.73130847746266,11.75548193262522,1
205,9.344944994070882,0.030650494694785417,53.12096104,3.6875,0.0,58.5859375,11.7734375,67.93088249407089,11.804087994694786,1
206,9.71560960471758,0.032415013434559097,53.22084653,3.7109375,0.0,58.5546875,11.8203125,68.27029710471759,11.852727513434559,1
207,10.077169453684078,0.034136189696673924,53.31756583,3.73828125,0.0,58.359375,11.875,68.43654445368408,11.909136189696675,1
208,10.433945935521505,0.03583459512851245,53.41192101,3.78125,0.0,58.28125,11.9140625,68.7151959355215,11.949897095128513,1
209,10.799903887701175,0.03757670820335822,53.50771477,3.8203125,0.004150391,58.0625,11.9296875,68.86240388770118,11.967264208203359,1
210,11.158702494489845,0.039427395016416504,53.60049625,3.8671875,0.004150391,57.9296875,11.9765625,69.08838999448984,12.015989895016416,1
211,11.532586083536064,0.04149986931829006,53.69602087,3.9140625,0.002746582,57.765625,12.0,69.29821108353606,12.04149986931829,1
212,11.90003661702108,0.04363309425224138,53.78897435,3.953125,0.002746582,57.5234375,12.015625,69.42347411702107,12.059258094252241,1
213,12.257394742697809,0.04579896626159133,53.87910771,3.96484375,0.002746582,57.3125,12.0625,69.56989474269781,12.108298966261591,1
214,12.647780987962648,0.048261661911868294,53.97728145,3.9765625,0.0,55.5234375,11.9609375,68.17121848796265,12.009199161911868,1
215,13.037056253731624,0.05071734910730036,54.07488816,3.98828125,0.004150391,54.8984375,11.734375,67.93549375373162,11.7850923491073,1
216,13.436006543326359,0.05339569381701187,54.17462798,4.0,0.0,54.5,11.71875,67.93600654332636,11.772145693817011,1
217,13.831990290397615,0.05605412270342127,54.27285872,4.03125,0.002746582,54.3125,11.7109375,68.14449029039761,11.766991622703422,1
218,14.236016734342343,0.05887555702849715,54.37240953,4.05859375,0.002746582,53.890625,11.7109375,68.12664173434234,11.769813057028497,1
219,14.639842473795898,0.06180601120971513,54.47133978,4.08203125,0.002746582,53.703125,11.71875,68.3429674737959,11.780556011209715,1
220,15.044113789780331,0.06484955344300243,54.5701902,4.08984375,0.002746582,53.3125,11.75,68.35661378978033,11.814849553443002,1
221,15.443971408777099,0.06796843535015915,54.6675895,4.10546875,0.0,53.140625,11.78125,68.5845964087771,11.84921843535016,1
222,15.854707769427296,0.07117217123759176,54.76716498,4.125,0.0,52.7734375,11.828125,68.62814526942729,11.899297171237592,1
223,16.25866686850331,0.07432304461222088,54.86491231,4.1328125,0.002746582,52.625,11.8515625,68.88366686850331,11.925885544612221,1
224,16.663541931401365,0.07758976656692704,54.96269664,4.140625,0.0,52.25,11.9140625,68.91354193140137,11.991652266566927,1
225,17.067291401405754,0.0808474067100949,55.05993392,4.15234375,0.0,52.0703125,11.9453125,69.13760390140575,12.026159906710095,1
226,17.473758586934043,0.08412697465712655,55.15755023,4.1640625,0.0,51.6796875,12.0,69.15344608693404,12.084126974657126,1
227,17.873535539367147,0.08735256266482161,55.25329039,4.17578125,0.0,51.4765625,12.0390625,69.35009803936714,12.126415062664822,1
228,18.26875535306284,0.09054138153920037,55.34776244,4.18359375,0.0,51.046875,12.0859375,69.31563035306284,12.1764788815392,1
229,18.662726459903407,0.09372012526084082,55.44176047,4.19140625,0.0,50.828125,12.1015625,69.49085145990341,12.195282625260841,1
230,19.063713893560898,0.09695547999895181,55.53716579,4.203125,0.0,50.484375,12.1328125,69.5480888935609,12.229767979998952,1
231,19.46718770597529,0.10021089600735875,55.63280714,4.21875,0.0,50.1640625,12.1640625,69.63125020597529,12.26427339600736,1
232,19.887846242003164,0.10360496642809694,55.73224582,4.23046875,0.0,49.8046875,12.1953125,69.69253374200316,12.298917466428097,1
233,20.291624496539367,0.10686283881837173,55.82760615,4.234375,0.0,49.4453125,12.21875,69.73693699653937,12.325612838818373,1
234,20.702910107651864,0.11018128408358242,55.92456061,4.2421875,0.002746582,49.1875,12.234375,69.89041010765186,12.344556284083582,1
235,21.134712791352804,0.11378026464527032,56.02607147,4.25390625,0.0,48.71875,12.2578125,69.8534627913528,12.37159276464527,1
236,21.554597757593694,0.1172799136485927,56.12469008,4.2578125,0.0,48.453125,12.3125,70.0077227575937,12.429779913648593,1
237,21.949449024831406,0.12057091226714357,56.21725916,4.265625,0.0,47.9765625,12.34375,69.92601152483141,12.464320912267144,1
238,22.338744000372103,0.1238156004143439,56.30844212,4.26953125,0.0,47.71875,12.3828125,70.0574940003721,12.506628100414344,1
239,22.737090836273975,0.12713573383022056,56.40174526,4.26953125,0.0,47.234375,12.421875,69.97146583627398,12.54901073383022,1
240,23.134104429265548,0.1304447549591678,56.49473612,4.26953125,0.0,46.9375,12.4921875,70.07160442926555,12.622632254959168,1
241,23.53484303560807,0.13378482325652816,56.58868543,4.265625,0.0,46.5234375,12.5234375,70.05828053560808,12.657222323256528,1
242,23.93064579260957,0.13708375233335032,56.68156263,4.26171875,0.0,46.140625,12.5703125,70.07127079260957,12.70739625233335,1
243,24.335483363142487,0.14045798459726558,56.77664705,4.2578125,0.0,45.7265625,12.609375,70.06204586314249,12.749832984597266,1
244,24.742684192996943,0.1438519141087467,56.87228653,4.2578125,0.0,45.328125,12.625,70.07080919299695,12.768851914108748,1
245,25.14540186263059,0.14720847746411378,56.96704692,4.25,-0.001342773,45.03125,12.671875,70.17665186263059,12.819083477464114,1
246,25.543401490178816,0.15047507136351,57.0607832,4.24609375,-0.001342773,44.6640625,12.71875,70.20746399017881,12.86922507136351,1
247,25.95066803109065,0.15376645909950784,57.15687872,4.23828125,-0.004150391,44.1953125,12.765625,70.14598053109066,12.919391459099508,1
248,26.357317039145325,0.15689066062637191,57.25282823,4.23828125,0.0,43.84375,12.7890625,70.20106703914533,12.945953160626372,1
249,26.771993877858858,0.16007653834155816,57.35067192,4.23828125,-0.001342773,43.3515625,12.828125,70.12355637785886,12.988201538341558,1
250,27.172067842452453,0.16309765963489412,57.44524427,4.23046875,0.0,43.015625,12.8671875,70.18769284245245,13.030285159634895,1
251,27.586718032042413,0.16622885193411946,57.54317183,4.234375,0.0,42.5,12.921875,70.08671803204241,13.08810385193412,1
252,27.987041121837763,0.16925185447322078,57.63780307,4.23046875,0.0,42.1640625,12.953125,70.15110362183776,13.12237685447322,1
253,28.380539136538538,0.172223318093218,57.73073514,4.234375,0.0,41.609375,12.984375,69.98991413653854,13.156598318093218,1
254,28.773200672627585,0.17518846512286207,57.82338419,4.23828125,0.0,41.296875,13.0078125,70.07007567262758,13.183000965122861,1
255,29.166103012632217,0.17815543056085376,57.91626126,4.23046875,0.0,40.953125,13.0078125,70.11922801263222,13.185967930560853,1
256,29.566959168596266,0.18118245849949502,58.01101851,4.23046875,-0.001342773,40.3515625,13.0546875,69.91852166859627,13.235869958499496,1
257,29.953521165601355,0.1840523574967915,58.10231242,4.234375,0.0,40.0625,13.0625,70.01602116560136,13.24655235749679,1
